Date,High,Low,Open,Close,Volume,Adj Close,Total Traded,MA50,MA200,returns,return
2015-01-01,207.90005493164062,206.4375457763672,207.206298828125,207.15005493164062,541274.0,197.32630920410156,414985315.86621094,,,,
2015-01-02,210.0937957763672,207.3750457763672,207.52505493164062,208.987548828125,2099476.0,199.07666015625,1406671230.3442383,,,-0.5766054573664308,0.42339454263356924
2015-01-05,211.8750457763672,208.3125457763672,208.893798828125,209.362548828125,1919300.0,199.43386840820312,2075782692.40625,,,-0.5840203578263432,0.1761235103429912
2015-01-06,208.65005493164062,203.2875518798828,208.1250457763672,204.4687957763672,6198347.0,194.772216796875,2012010585.034607,,,-0.5902223693065123,0.07217147477777092
2015-01-07,204.3750457763672,201.8813018798828,203.70004272460938,202.9125518798828,4152790.0,193.2897491455078,1476808198.949829,,,-0.5846636844746573,0.029975434420229572
2015-01-08,209.58755493164062,203.70004272460938,208.55630493164062,204.3750457763672,3896065.0,194.68289184570312,2829049591.8933105,,,-0.5836621615051958,0.012479907574461135
2015-01-09,210.0000457763672,203.7187957763672,205.95005798339844,207.5625457763672,6793558.0,197.71925354003906,9239605002.928223,,,-0.5792899725617824,0.005250422258077964
2015-01-12,209.6250457763672,205.38755798339844,206.2500457763672,208.518798828125,2210895.0,198.630126953125,2631521234.055542,,,-0.597929468078358,0.0021110400701186355
2015-01-13,212.51255798339844,208.1250457763672,208.9125518798828,211.3125457763672,3156337.0,201.29139709472656,1838688672.4570923,,,-0.6005339433301131,0.0008432888522824128
2015-01-14,213.5625457763672,206.2500457763672,212.2500457763672,206.98130798339844,4861929.0,197.16555786132812,2105787889.1592407,,,-0.6036549041892051,0.0003342334009540482
2015-01-15,211.5000457763672,206.7187957763672,210.0000457763672,209.8125457763672,3496711.0,199.862548828125,1751915301.887146,,,-0.6057359257708783,0.00013177622240359864
2015-01-16,211.27505493164062,207.33755493164062,210.300048828125,208.143798828125,4152340.0,198.27294921875,1407109214.7070312,,,-0.6098979991507556,5.140616802399886e-05
2015-01-19,224.43756103515625,218.3813018798828,221.6625518798828,219.07505798339844,16167102.0,208.68577575683594,906099766.4716797,,,-0.586319118286205,2.1265748913695345e-05
2015-01-20,222.75006103515625,218.58755493164062,219.7875518798828,221.40005493164062,6695296.0,210.90049743652344,1495545275.91687,,,-0.5787870536377824,8.957408756536745e-06
2015-01-21,223.12506103515625,216.24380493164062,221.1000518798828,220.76255798339844,8850704.0,210.29324340820312,1878224599.5148315,,,-0.5842904377027058,3.7236804734978405e-06
2015-01-22,224.13755798339844,219.26255798339844,221.25006103515625,222.956298828125,9729325.0,214.20223999023438,2203295722.812256,,,-0.5890016888109804,1.5304263860151413e-06
2015-01-23,226.50006103515625,221.34381103515625,224.70005798339844,225.675048828125,9638917.0,216.8142547607422,2131578451.6495361,,,-0.5890185456623398,6.289768618812322e-07
2015-01-27,227.15631103515625,223.12506103515625,225.90005493164062,224.456298828125,7882275.0,215.64337158203125,3103859525.9589844,,,-0.5946704699573286,2.5494289583403406e-07
2015-01-28,229.50006103515625,223.40631103515625,223.50006103515625,227.71881103515625,8384984.0,218.7777557373047,2935529367.6574707,,,-0.5736600776313481,1.086923344183214e-07
2015-01-29,230.43756103515625,224.925048828125,228.00006103515625,226.01255798339844,6744160.0,217.1385040283203,3504229610.0751953,,,-0.5784429314542666,4.5820021870780084e-08
2015-01-30,228.76881408691406,223.93130493164062,227.58755493164062,227.456298828125,4696596.0,218.5255584716797,2465625307.715332,,,-0.5759379187543696,1.9430533837243305e-08
2015-02-02,235.38755798339844,228.37506103515625,229.50006103515625,234.4125518798828,7974328.0,225.20867919921875,1997233461.1608887,,,-0.5622343478826821,8.506020316248426e-09
2015-02-03,235.51881408691406,231.65631103515625,234.00006103515625,233.08131408691406,4232769.0,223.9297332763672,1232234025.4084473,,,-0.5636917828862897,3.7112465589153486e-09
2015-02-04,236.21255493164062,231.09381103515625,233.70005798339844,232.20005798339844,4461630.0,223.0830535888672,1205896038.3952637,,,-0.5620725754632732,1.6252566473665884e-09
2015-02-05,241.16256713867188,232.83755493164062,232.85630798339844,239.34381103515625,6131803.0,229.94631958007812,2765386610.807129,,,-0.5532234171733442,7.261266111267515e-10
2015-02-06,245.51255798339844,238.50006103515625,239.25006103515625,241.21881103515625,5537155.0,231.7477264404297,1783304878.9394531,,,-0.560180863038982,3.193643794301966e-10
2015-02-09,243.75006103515625,238.3500518798828,239.96255493164062,242.92506408691406,3397287.0,233.38694763183594,1568603546.5308838,,,-0.5643576523884078,1.391286479984901e-10
2015-02-10,244.50006103515625,239.0063018798828,240.37506103515625,240.97506713867188,5570289.0,231.51353454589844,2047255164.831543,,,-0.5713903195290579,5.963188536298702e-11
2015-02-11,243.37506103515625,237.43130493164062,242.25006103515625,239.40005493164062,7083251.0,230.00035095214844,1404316820.8190918,,,-0.5796865210009905,2.5064085196187187e-11
2015-02-12,244.87506103515625,240.46881103515625,241.31256103515625,242.55006408691406,4819878.0,233.0266876220703,1517261414.7607422,,,-0.5753768453594104,1.0642790924185506e-11
2015-02-13,248.96255493164062,242.55006408691406,243.00006103515625,247.76255798339844,4619582.0,238.0345458984375,1374776733.307373,,,-0.5711966714818033,4.5636641730139995e-12
