Date,High,Low,Open,Close,Volume,Adj Close,Total Traded,MA50,MA200,returns,return
2015-01-01,495.5,489.2250061035156,492.23748779296875,493.6000061035156,2002764.0,415.7414855957031,985835520.0021973,,,,
2015-01-02,504.76251220703125,493.0,493.0,503.29998779296875,6778320.0,423.9114685058594,3341711760.0,,,0.019651502369347318,1.0196515023693473
2015-01-05,507.5,494.375,502.4750061035156,498.9750061035156,9937024.0,420.2686767578125,4993106195.050781,,,-0.00859324815090634,1.010889383982043
2015-01-06,496.25,483.5249938964844,495.0,488.54998779296875,9667316.0,411.488037109375,4785321420.0,,,-0.020892866742876826,0.9897690067907173
2015-01-07,493.6875,487.5,491.25,490.88751220703125,7249916.0,413.4568786621094,3561521235.0,,,0.004784616666602126,0.9945046720766945
2015-01-08,499.25,487.5,496.3999938964844,493.36248779296875,13564920.0,415.54150390625,6733626205.206299,,,0.005041838556474998,0.9995188040769653
2015-01-09,527.25,478.26251220703125,495.0249938964844,518.6124877929688,44863328.0,436.8086242675781,22208468669.375977,,,0.0511794078892267,1.0506735846437723
2015-01-12,529.7999877929688,518.75,523.0,528.9874877929688,12758888.0,445.547119140625,6672898424.0,,,0.020005303081212622,1.0716926281439951
2015-01-13,526.9500122070312,518.75,526.9500122070312,522.2249755859375,8801236.0,439.8512878417969,4637811417.636963,,,-0.012783879322449843,1.0579922389150431
2015-01-14,533.25,523.1500244140625,524.625,532.1624755859375,9921260.0,448.2212829589844,5204941027.5,,,0.019029154989858688,1.078124937207425
2015-01-15,538.2000122070312,528.0625,533.7999877929688,533.5625,8342452.0,449.40045166015625,4453200775.763428,,,0.0026308213718395645,1.0809612913337436
2015-01-16,540.0,528.0,537.0,529.5750122070312,6690960.0,446.0419006347656,3593045520.0,,,-0.00747332841601267,1.0728829125986095
2015-01-19,533.0875244140625,523.6500244140625,530.0,525.625,4087744.0,442.71502685546875,2166504320.0,,,-0.007458834189644548,1.0648804568486336
2015-01-20,533.25,525.3624877929688,526.75,531.0499877929688,6804504.0,447.2842102050781,3584272482.0,,,0.010321023149524322,1.0758711126952445
2015-01-21,543.9874877929688,529.5,532.875,542.4749755859375,8494908.0,456.9072265625,4526724100.5,,,0.021513959242237757,1.099017359963671
2015-01-22,550.75,540.3250122070312,543.7000122070312,549.1124877929688,9958396.0,462.49774169921875,5414380026.762451,,,0.012235609946545267,1.1124645077046684
2015-01-23,556.25,541.2750244140625,550.0,553.7625122070312,9486328.0,466.41424560546875,5217480400.0,,,0.008468254715444878,1.1218851405178036
2015-01-27,555.25,532.5250244140625,555.25,534.125,13739968.0,449.874267578125,7629117232.0,,,-0.03546197471686119,1.082100878029539
2015-01-28,538.7000122070312,532.5750122070312,537.5,536.1375122070312,13134356.0,451.5693664550781,7059716350.0,,,0.003767867459922858,1.0861780907162204
2015-01-29,537.4749755859375,531.9000244140625,536.25,536.375,15369424.0,451.7693176269531,8241853620.0,,,0.00044296059790904785,1.0866592248127198
2015-01-30,540.6375122070312,531.7374877929688,540.375,535.4749755859375,10833744.0,451.01123046875,5854284414.0,,,-0.0016779760690981416,1.0848358366382194
2015-02-02,538.0,531.5125122070312,535.375,534.2125244140625,8702540.0,449.947998046875,4659122352.5,,,-0.0023576287024310583,1.0822781965323354
2015-02-03,534.9874877929688,525.5,534.2125244140625,530.2249755859375,5265956.0,446.58935546875,2813139648.213379,,,-0.007464349197912612,1.074199694144131
2015-02-04,537.5,531.5999755859375,534.9749755859375,535.7125244140625,5160016.0,451.21136474609375,2760479433.623047,,,0.010349472546178795,1.0853170943877892
2015-02-05,555.0,537.0,537.7000122070312,548.4500122070312,11875936.0,461.9397277832031,6385690932.169922,,,0.02377672205237391,1.1111223772797378
2015-02-06,561.9500122070312,547.125,551.25,557.625,7453728.0,469.6675109863281,4108867560.0,,,0.016728940812759774,1.1297102777649835
2015-02-09,563.5,550.0,550.0,562.2249755859375,6536868.0,473.5418701171875,3595277400.0,,,0.008249227681573545,1.1390295150604806
2015-02-10,574.5,560.25,560.75,569.5750122070312,8516920.0,479.7325744628906,4775862890.0,,,0.013073123643135398,1.1539201887440467
2015-02-11,573.2999877929688,564.0625,570.125,571.2125244140625,5796972.0,481.11175537109375,3304998661.5,,,0.002874971991285502,1.1572376769668646
2015-02-12,580.4874877929688,568.25,570.75,577.7999877929688,6287536.0,486.6601867675781,3588611172.0,,,0.01153242111710262,1.1705834291902242
2015-02-13,581.6749877929688,571.5,574.9000244140625,574.0250244140625,5657516.0,483.4805908203125,3252506086.522949,,,-0.006533339319243603,1.1629356104458406
2015-02-16,576.7249755859375,566.3125,570.0750122070312,569.6875,6244276.0,479.8273010253906,3559705716.9240723,,,-0.007556333312280339,1.1541480813525917
2015-02-18,576.2374877929688,564.5374755859375,572.6375122070312,574.125,8613764.0,483.5647888183594,4932564387.698486,,,0.007789358200767982,1.1631381541749761
2015-02-19,583.5,573.0125122070312,573.5,581.1749877929688,9673624.0,489.5027770996094,5547823364.0,,,0.012279534583877538,1.1774209493649952
2015-02-20,584.0,569.2249755859375,582.125,570.7750244140625,6971628.0,480.7431945800781,4058358949.5,,,-0.0178947194861232,1.1563513317590237
2015-02-23,577.2999877929688,562.0250244140625,575.0,566.4000244140625,5090488.0,477.058349609375,2927030600.0,,,-0.00766501653517726,1.1474878796806165
2015-02-24,573.9874877929688,564.4000244140625,569.75,568.2000122070312,6437676.0,478.57440185546875,3667865901.0,,,0.003177944412751099,1.1511345323765472
2015-02-25,583.7000122070312,570.0,572.2249755859375,579.4000244140625,6044972.0,488.0077819824219,3459083955.117676,,,0.019711390296398568,1.1738249944278836
2015-02-26,577.25,561.3499755859375,576.875,564.5250244140625,6445776.0,475.4791259765625,3718407030.0,,,-0.025673109032128272,1.1436892573612991
2015-02-27,570.1624755859375,562.875,568.7249755859375,566.4375,7801076.0,477.0899353027344,4436666757.644043,,,0.003387760512339577,1.1475638026657746
2015-03-02,577.125,569.5125122070312,575.75,572.9249877929688,7040992.0,482.5541076660156,4053851144.0,,,0.011453139654363786,1.1607070111599984
2015-03-03,575.7374877929688,569.5750122070312,572.5,574.4625244140625,4905552.0,483.84912109375,2808428520.0,,,0.002683661306197571,1.1638219556536806
2015-03-04,578.4749755859375,562.9749755859375,575.0,568.6624755859375,4375228.0,478.9638977050781,2515756100.0,,,-0.010096479024529814,1.152071451690136
